sid|fname
343|datasets/VCTK-Corpus/wav22/p343/p343_162.wav|These things have not happened by accident.
269|datasets/VCTK-Corpus/wav22/p269/p269_313.wav|It's just not funny!
284|datasets/VCTK-Corpus/wav22/p284/p284_335.wav|It is great to have this beautiful new site in wonderful countryside.
300|datasets/VCTK-Corpus/wav22/p300/p300_347.wav|Others have tried to explain the phenomenon physically.
244|datasets/VCTK-Corpus/wav22/p244/p244_172.wav|This is a fight to the death.
273|datasets/VCTK-Corpus/wav22/p273/p273_186.wav|It shows the strength of the roots.
306|datasets/VCTK-Corpus/wav22/p306/p306_216.wav|It's a logical consequence of the Formula.
234|datasets/VCTK-Corpus/wav22/p234/p234_129.wav|Police were called to the scene, according to the weekend reports.
259|datasets/VCTK-Corpus/wav22/p259/p259_069.wav|Finally came the moment of truth.)
230|datasets/VCTK-Corpus/wav22/p230/p230_190.wav|But BA said the prediction was premature.
330|datasets/VCTK-Corpus/wav22/p330/p330_311.wav|All these women were actors.
279|datasets/VCTK-Corpus/wav22/p279/p279_382.wav|We have to look at everything before we make any final decision.
267|datasets/VCTK-Corpus/wav22/p267/p267_236.wav|The US Open was very difficult, but it was enjoyable.
363|datasets/VCTK-Corpus/wav22/p363/p363_145.wav|Well, we know now.
228|datasets/VCTK-Corpus/wav22/p228/p228_065.wav|Eight months later, he was dead.
278|datasets/VCTK-Corpus/wav22/p278/p278_362.wav|The advisers had some discussions, but no conclusion was reached.
239|datasets/VCTK-Corpus/wav22/p239/p239_016.wav|Having guidelines in advance is helpful.
261|datasets/VCTK-Corpus/wav22/p261/p261_185.wav|Well, they were the unlucky ones.
314|datasets/VCTK-Corpus/wav22/p314/p314_284.wav|Princess Margaret is being buried on that day.
288|datasets/VCTK-Corpus/wav22/p288/p288_035.wav|However, it was well worth the wait.
248|datasets/VCTK-Corpus/wav22/p248/p248_282.wav|I've got to hold my own hands up for this one.
232|datasets/VCTK-Corpus/wav22/p232/p232_168.wav|We have just got to keep his feet on the ground.
268|datasets/VCTK-Corpus/wav22/p268/p268_288.wav|Autumn is the time of fulfilment.
351|datasets/VCTK-Corpus/wav22/p351/p351_242.wav|The whole thing in general is moving on.
333|datasets/VCTK-Corpus/wav22/p333/p333_261.wav|All of the names are familiar to me.
262|datasets/VCTK-Corpus/wav22/p262/p262_381.wav|They were later discharged from hospital.
300|datasets/VCTK-Corpus/wav22/p300/p300_122.wav|Ask her to bring these things with her from the store.
308|datasets/VCTK-Corpus/wav22/p308/p308_347.wav|This is a one-year deal, but who knows?
227|datasets/VCTK-Corpus/wav22/p227/p227_304.wav|It is possible to be too good.
312|datasets/VCTK-Corpus/wav22/p312/p312_280.wav|Hopefully, he will get a lucky break.
286|datasets/VCTK-Corpus/wav22/p286/p286_053.wav|No further details of expansion plans were given.
287|datasets/VCTK-Corpus/wav22/p287/p287_204.wav|In each case they were a goal down.
250|datasets/VCTK-Corpus/wav22/p250/p250_287.wav|Urgent action is needed to tackle this crisis.
273|datasets/VCTK-Corpus/wav22/p273/p273_042.wav|The situation is not easy, but we will prevail.
300|datasets/VCTK-Corpus/wav22/p300/p300_173.wav|You had better believe it.
308|datasets/VCTK-Corpus/wav22/p308/p308_103.wav|The Shadow Chancellor is away on holiday.
347|datasets/VCTK-Corpus/wav22/p347/p347_388.wav|You can cope with it.
251|datasets/VCTK-Corpus/wav22/p251/p251_184.wav|It is an old family habit.
285|datasets/VCTK-Corpus/wav22/p285/p285_158.wav|On the contrary, it was actually very funny.
283|datasets/VCTK-Corpus/wav22/p283/p283_070.wav|That takes a lot of courage.
311|datasets/VCTK-Corpus/wav22/p311/p311_062.wav|He changed my life.
345|datasets/VCTK-Corpus/wav22/p345/p345_232.wav|I don't think we could have expected better.
275|datasets/VCTK-Corpus/wav22/p275/p275_108.wav|The workers do not want to read about their futures in newspapers.
351|datasets/VCTK-Corpus/wav22/p351/p351_213.wav|The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
294|datasets/VCTK-Corpus/wav22/p294/p294_287.wav|For some, it might not make too much difference.
288|datasets/VCTK-Corpus/wav22/p288/p288_232.wav|It is perfectly evident that the time for an inquiry will come.
244|datasets/VCTK-Corpus/wav22/p244/p244_144.wav|Football is a passion for many.
343|datasets/VCTK-Corpus/wav22/p343/p343_176.wav|He died later in hospital.
265|datasets/VCTK-Corpus/wav22/p265/p265_203.wav|It is rubbish.
276|datasets/VCTK-Corpus/wav22/p276/p276_212.wav|He also launched a new strategy for the agency.
297|datasets/VCTK-Corpus/wav22/p297/p297_336.wav|After that, we made some changes.
260|datasets/VCTK-Corpus/wav22/p260/p260_256.wav|A police inquiry began about two weeks before the General Election.
261|datasets/VCTK-Corpus/wav22/p261/p261_264.wav|But we have built a platform for next season.
239|datasets/VCTK-Corpus/wav22/p239/p239_317.wav|And so was a photograph.
230|datasets/VCTK-Corpus/wav22/p230/p230_277.wav|However, he was later released without charge.
234|datasets/VCTK-Corpus/wav22/p234/p234_228.wav|Details will be published in The Herald in the coming weeks.
280|datasets/VCTK-Corpus/wav22/p280/p280_302.wav|These old songs are very nice to play.
267|datasets/VCTK-Corpus/wav22/p267/p267_296.wav|It is not a threat.
263|datasets/VCTK-Corpus/wav22/p263/p263_205.wav|You know the sort of thing.
363|datasets/VCTK-Corpus/wav22/p363/p363_007.wav|He scored one goal and was on fire.
341|datasets/VCTK-Corpus/wav22/p341/p341_313.wav|It ended as it began, in confusion.
236|datasets/VCTK-Corpus/wav22/p236/p236_376.wav|We put our bid in last night.
306|datasets/VCTK-Corpus/wav22/p306/p306_006.wav|In the past few years, they have started to fight back.
241|datasets/VCTK-Corpus/wav22/p241/p241_182.wav|I was an athlete.
288|datasets/VCTK-Corpus/wav22/p288/p288_150.wav|That first victory made a huge difference to my career.
238|datasets/VCTK-Corpus/wav22/p238/p238_174.wav|We discovered that for ourselves.
312|datasets/VCTK-Corpus/wav22/p312/p312_416.wav|This time we may not be seeking volunteers.
374|datasets/VCTK-Corpus/wav22/p374/p374_238.wav|It may now be too expensive for anyone.
231|datasets/VCTK-Corpus/wav22/p231/p231_134.wav|He highlighted a lack of staff.
286|datasets/VCTK-Corpus/wav22/p286/p286_341.wav|But demand for space in Edinburgh is still strong.
266|datasets/VCTK-Corpus/wav22/p266/p266_230.wav|Quality Meat Scotland was vigorous in its defence of the labelling.
271|datasets/VCTK-Corpus/wav22/p271/p271_048.wav|I wish I had put on a brighter tie.
335|datasets/VCTK-Corpus/wav22/p335/p335_231.wav|It's just a normal life.
229|datasets/VCTK-Corpus/wav22/p229/p229_247.wav|The team for the first game could be this one.
263|datasets/VCTK-Corpus/wav22/p263/p263_130.wav|Whether this return was too soon.
232|datasets/VCTK-Corpus/wav22/p232/p232_151.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
333|datasets/VCTK-Corpus/wav22/p333/p333_421.wav|A venue was found.
236|datasets/VCTK-Corpus/wav22/p236/p236_083.wav|I was shaking on the blocks.
343|datasets/VCTK-Corpus/wav22/p343/p343_213.wav|There is , according to legend, a boiling pot of gold at one end.
247|datasets/VCTK-Corpus/wav22/p247/p247_324.wav|Investors can be forgiven for caution.)
339|datasets/VCTK-Corpus/wav22/p339/p339_227.wav|But that's another story.
284|datasets/VCTK-Corpus/wav22/p284/p284_278.wav|However, he will have his work cut out defending his title.
360|datasets/VCTK-Corpus/wav22/p360/p360_028.wav|But they are a good team.
314|datasets/VCTK-Corpus/wav22/p314/p314_124.wav|Some may end up in hospital.
267|datasets/VCTK-Corpus/wav22/p267/p267_380.wav|He can win every week.
305|datasets/VCTK-Corpus/wav22/p305/p305_130.wav|It would show them a positive way forward.
268|datasets/VCTK-Corpus/wav22/p268/p268_198.wav|This is a load of nonsense.
229|datasets/VCTK-Corpus/wav22/p229/p229_270.wav|It is the whole package.
261|datasets/VCTK-Corpus/wav22/p261/p261_411.wav|We will pay their bills.
258|datasets/VCTK-Corpus/wav22/p258/p258_369.wav|She looked so young.
266|datasets/VCTK-Corpus/wav22/p266/p266_389.wav|In fact, it is deeply unpleasant.
323|datasets/VCTK-Corpus/wav22/p323/p323_006.wav|But it was to no avail.
292|datasets/VCTK-Corpus/wav22/p292/p292_060.wav|The president will not be removed from office.
228|datasets/VCTK-Corpus/wav22/p228/p228_012.wav|His contract was then not renewed.
248|datasets/VCTK-Corpus/wav22/p248/p248_047.wav|I am not interested in the money, it is the principle.
269|datasets/VCTK-Corpus/wav22/p269/p269_183.wav|You need a trademark.
283|datasets/VCTK-Corpus/wav22/p283/p283_306.wav|Last night, Mr Robertson said he was delighted.
273|datasets/VCTK-Corpus/wav22/p273/p273_107.wav|Upgrading the station has been under consideration for some time.
231|datasets/VCTK-Corpus/wav22/p231/p231_383.wav|I'm not making any comment at all.
267|datasets/VCTK-Corpus/wav22/p267/p267_079.wav|Do I think about them often ?
284|datasets/VCTK-Corpus/wav22/p284/p284_359.wav|Mr Ferguson became a minister after seven years as a journalist.
264|datasets/VCTK-Corpus/wav22/p264/p264_296.wav|The Norsemen considered the rainbow as a bridge over which gods passed from earth to their home in the sky. )
272|datasets/VCTK-Corpus/wav22/p272/p272_321.wav|It had been in place since last July.
361|datasets/VCTK-Corpus/wav22/p361/p361_171.wav|It was up to him.
243|datasets/VCTK-Corpus/wav22/p243/p243_145.wav|Some young girls also came by last night.
266|datasets/VCTK-Corpus/wav22/p266/p266_395.wav|The modern approach will also be reflected in the terms of address.
239|datasets/VCTK-Corpus/wav22/p239/p239_302.wav|Why do you want to come to Edinburgh ?
248|datasets/VCTK-Corpus/wav22/p248/p248_248.wav|The Dutchman was in time to see the breakthrough.
314|datasets/VCTK-Corpus/wav22/p314/p314_367.wav|I took a minibus into town.
283|datasets/VCTK-Corpus/wav22/p283/p283_467.wav|Thankfully, no-one on the bus is too badly hurt.
252|datasets/VCTK-Corpus/wav22/p252/p252_145.wav|Everyone has to prove a point when they cross that white line.
317|datasets/VCTK-Corpus/wav22/p317/p317_145.wav|Too much has already been said.
316|datasets/VCTK-Corpus/wav22/p316/p316_219.wav|The rest was badminton.
228|datasets/VCTK-Corpus/wav22/p228/p228_166.wav|The loss of a company to the industry is a blow.
343|datasets/VCTK-Corpus/wav22/p343/p343_281.wav|Colonel, About this committee that is coming.
269|datasets/VCTK-Corpus/wav22/p269/p269_359.wav|You can see it on the training ground and around the hotel.
250|datasets/VCTK-Corpus/wav22/p250/p250_417.wav|Throughout the centuries people have explained the rainbow in various ways.
261|datasets/VCTK-Corpus/wav22/p261/p261_184.wav|I haven't made the donation yet.
270|datasets/VCTK-Corpus/wav22/p270/p270_052.wav|My fitness was very poor.
230|datasets/VCTK-Corpus/wav22/p230/p230_162.wav|Which can happen any time.
278|datasets/VCTK-Corpus/wav22/p278/p278_014.wav|They have now been banned from Celtic Park for life.
374|datasets/VCTK-Corpus/wav22/p374/p374_283.wav|It is almost like a family.
252|datasets/VCTK-Corpus/wav22/p252/p252_032.wav|Sport is good for you.
233|datasets/VCTK-Corpus/wav22/p233/p233_305.wav|Several other pupils and staff were seriously injured in the accident.
294|datasets/VCTK-Corpus/wav22/p294/p294_324.wav|We know we have done wrong.
262|datasets/VCTK-Corpus/wav22/p262/p262_253.wav|He can do no wrong.
257|datasets/VCTK-Corpus/wav22/p257/p257_210.wav|We are determined to continue on this mission and we will prevail.
314|datasets/VCTK-Corpus/wav22/p314/p314_058.wav|Check that he is dead.
233|datasets/VCTK-Corpus/wav22/p233/p233_266.wav|We are very concerned about controller fatigue.
300|datasets/VCTK-Corpus/wav22/p300/p300_328.wav|They are not an item.
336|datasets/VCTK-Corpus/wav22/p336/p336_370.wav|This is a personal decision for me.
376|datasets/VCTK-Corpus/wav22/p376/p376_081.wav|"They had no children."
252|datasets/VCTK-Corpus/wav22/p252/p252_191.wav|They had three children.
307|datasets/VCTK-Corpus/wav22/p307/p307_014.wav|You hope he prevails.
305|datasets/VCTK-Corpus/wav22/p305/p305_294.wav|McMaster is keen to draw attention to others.
287|datasets/VCTK-Corpus/wav22/p287/p287_111.wav|To the Hebrews it was a token that there would be no more universal floods.
339|datasets/VCTK-Corpus/wav22/p339/p339_076.wav|Just get on with it.
260|datasets/VCTK-Corpus/wav22/p260/p260_207.wav|Mr Ferguson became a minister after seven years as a journalist.
314|datasets/VCTK-Corpus/wav22/p314/p314_271.wav|Now it has become a big picture.
239|datasets/VCTK-Corpus/wav22/p239/p239_148.wav|Do I think about them often ?
250|datasets/VCTK-Corpus/wav22/p250/p250_040.wav|I had decided to quit the show.
257|datasets/VCTK-Corpus/wav22/p257/p257_231.wav|His son has been travelling with the Tartan Army for years.
306|datasets/VCTK-Corpus/wav22/p306/p306_307.wav|Where is the anthrax?
257|datasets/VCTK-Corpus/wav22/p257/p257_425.wav|I saw some good things.
339|datasets/VCTK-Corpus/wav22/p339/p339_219.wav|It was a bit of a tightrope.
279|datasets/VCTK-Corpus/wav22/p279/p279_231.wav|This gives a financial incentive to switch.
245|datasets/VCTK-Corpus/wav22/p245/p245_100.wav|It is not like working for a living.
248|datasets/VCTK-Corpus/wav22/p248/p248_265.wav|I was in the train station overnight.
231|datasets/VCTK-Corpus/wav22/p231/p231_116.wav|I am not sure about the rate of progress.
245|datasets/VCTK-Corpus/wav22/p245/p245_114.wav|For the Scottish judges, the affair is very delicate and unique.
260|datasets/VCTK-Corpus/wav22/p260/p260_332.wav|The system can work.
252|datasets/VCTK-Corpus/wav22/p252/p252_091.wav|His season started this afternoon.
245|datasets/VCTK-Corpus/wav22/p245/p245_263.wav|The pressure is on Celtic in the main.
318|datasets/VCTK-Corpus/wav22/p318/p318_316.wav|Raymond was always on the outside.
282|datasets/VCTK-Corpus/wav22/p282/p282_137.wav|I am now unemployed.
287|datasets/VCTK-Corpus/wav22/p287/p287_179.wav|The people are the hero.
244|datasets/VCTK-Corpus/wav22/p244/p244_099.wav|However, the appeal judges rejected the argument.
351|datasets/VCTK-Corpus/wav22/p351/p351_299.wav|Perhaps it was just as well.
316|datasets/VCTK-Corpus/wav22/p316/p316_131.wav|Its future is uncertain.
374|datasets/VCTK-Corpus/wav22/p374/p374_024.wav|It's always somebody else's.
297|datasets/VCTK-Corpus/wav22/p297/p297_384.wav|She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.
251|datasets/VCTK-Corpus/wav22/p251/p251_153.wav|What would be the timetable for withdrawal?
256|datasets/VCTK-Corpus/wav22/p256/p256_140.wav|The spokeswoman said the flat in London was very small.
329|datasets/VCTK-Corpus/wav22/p329/p329_138.wav|That is different from being impartial.
234|datasets/VCTK-Corpus/wav22/p234/p234_207.wav|But, after a dip in sales, growth was recorded.
270|datasets/VCTK-Corpus/wav22/p270/p270_362.wav|Why do you want to come to Edinburgh ?
284|datasets/VCTK-Corpus/wav22/p284/p284_088.wav|She had gone to the Catholic school.
271|datasets/VCTK-Corpus/wav22/p271/p271_228.wav|I've got no secret.
274|datasets/VCTK-Corpus/wav22/p274/p274_162.wav|Ms McNeill was killed on impact.)
330|datasets/VCTK-Corpus/wav22/p330/p330_386.wav|Except, this time, it seems, he really, really means it.
254|datasets/VCTK-Corpus/wav22/p254/p254_103.wav|There is , according to legend, a boiling pot of gold at one end.
279|datasets/VCTK-Corpus/wav22/p279/p279_235.wav|Twaddle is a case in point.
256|datasets/VCTK-Corpus/wav22/p256/p256_080.wav|There was a battle there.
345|datasets/VCTK-Corpus/wav22/p345/p345_395.wav|And so they have.
282|datasets/VCTK-Corpus/wav22/p282/p282_306.wav|Feel the air, the space.
249|datasets/VCTK-Corpus/wav22/p249/p249_152.wav|These figures are truly awful.
292|datasets/VCTK-Corpus/wav22/p292/p292_093.wav|It's a technical demand.
277|datasets/VCTK-Corpus/wav22/p277/p277_105.wav|The letters are going out today.
351|datasets/VCTK-Corpus/wav22/p351/p351_151.wav|They are not advertised.
336|datasets/VCTK-Corpus/wav22/p336/p336_225.wav|Everything is accounted for.
262|datasets/VCTK-Corpus/wav22/p262/p262_217.wav|It seems so long since I did the exams.
238|datasets/VCTK-Corpus/wav22/p238/p238_223.wav|Some have accepted it as a miracle without physical explanation.
318|datasets/VCTK-Corpus/wav22/p318/p318_034.wav|Who was on the panel?
260|datasets/VCTK-Corpus/wav22/p260/p260_156.wav|If you can run a computer, you can talk to the world.
248|datasets/VCTK-Corpus/wav22/p248/p248_313.wav|It was a virus.
225|datasets/VCTK-Corpus/wav22/p225/p225_317.wav|He will make an excellent chief inspector.
238|datasets/VCTK-Corpus/wav22/p238/p238_185.wav|Not many people like to do that.
229|datasets/VCTK-Corpus/wav22/p229/p229_390.wav|I've got good news and bad news for you.
256|datasets/VCTK-Corpus/wav22/p256/p256_113.wav|We could not get any possession.
286|datasets/VCTK-Corpus/wav22/p286/p286_368.wav|They have now been banned from Celtic Park for life.
254|datasets/VCTK-Corpus/wav22/p254/p254_322.wav|Finally, he paid for the movie.
